Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Month,Intake Day of the Week,Intake Year,Outcome Month,Outcome Day of the Week,Outcome Year
A036540,COPPER,Dog,Male,1,0,LABRADOR RETR,TRICOLOR,977200008924836,06/15/2016,Confiscated,Owner Evicted,Return to Owner,Walk-In,06/20/2016,,,,,,
A036541,DIEGO,Dog,Male,2,0,BEAGLE,TRICOLOR,14249,06/15/2016,Stray,Over the Counter,Return to Owner,Walk-In,06/15/2016,,,,,,
A036550,SASSY,Cat,Spayed Female,2,0,DOMESTIC SH,DIL CALICO,,06/16/2016,Owner Surrendered,Over the Counter,Euthanized,Behavior Manageable,06/17/2016,,,,,,
A036551,,Cat,Female,3,0,DOMESTIC SH,GRAY TABBY,,06/16/2016,Stray,Animal Control,Euthanized,Condition Severe,06/22/2016,,,,,,
A036552,JONAS,Cat,Neutered Male,0,2.2,DOMESTIC SH,BRN TABBY,981020017686566,06/16/2016,Stray,Over the Counter,Adoption,Walk-In,07/07/2016,,,,,,
A036566,,Cat,Female,0,6,DOMESTIC SH,BLACK,,06/17/2016,Stray,Animal Control,Euthanized,Injury Severe,06/17/2016,,,,,,
A036568,PAULY,Cat,Spayed Female,0,1,DOMESTIC SH,BLACK,,06/17/2016,Stray,Over the Counter,Foster,Underage or Underweight,06/18/2016,,,,,,
A036568,PAULY,Cat,Spayed Female,0,1,DOMESTIC SH,BLACK,981020017662723,07/09/2016,Foster,Over the Counter,Adoption,,07/11/2016,,,,,,
A036569,,Other,Female,1,0,TURTLE,GREEN,,06/17/2016,Stray,Over the Counter,Transfer,Wildlife,06/17/2016,,,,,,
A036575,ROSCOE,Dog,Neutered Male,0,0,DACHSHUND,TAN,981020017701145,06/17/2016,Stray,Over the Counter,Adoption,Walk-In,07/07/2016,,,,,,
A036575,ROSCOE,Dog,Neutered Male,0,0,DACHSHUND,TAN,981020017701145,07/30/2017,Stray,Over the Counter,Return to Owner,Phone Call,07/30/2017,,,,,,
A036582,GOUDA,Cat,Spayed Female,2,0,DOMESTIC SH,BRN TABBY,068821801,06/17/2016,Stray,Over the Counter,Euthanized,Create Space,09/17/2016,,,,,,
A036583,,Cat,Male,0,1.2,DOMESTIC SH,GRAY,,06/17/2016,Stray,Animal Control,Euthanized,Underage or Underweight,06/18/2016,,,,,,
A036589,,Cat,Female,0,2,DOMESTIC SH,GRAY,,06/17/2016,Owner Surrendered,Animal Control,Euthanized,Feral,06/18/2016,,,,,,
A036590,,Cat,Male,5,2,DOMESTIC SH,WHITE,,06/17/2016,Owner Surrendered,Animal Control,Euthanized,Feral,06/18/2016,,,,,,
A036594,,Cat,Female,2,0,DOMESTIC SH,BLACK,,06/17/2016,Owner Surrendered,Animal Control,Euthanized,Feral,06/18/2016,,,,,,
A036595,,Cat,Unknown,2,0,DOMESTIC SH,BLACK,,06/17/2016,Owner Surrendered,Animal Control,Euthanized,Feral,06/18/2016,,,,,,
A036596,,Cat,Male,2,0,DOMESTIC SH,BLACK,,06/17/2016,Owner Surrendered,Animal Control,Euthanized,Feral,06/18/2016,,,,,,
A036615,,Cat,Male,0,1,DOMESTIC SH,BLACK,,06/18/2016,Stray,Animal Control,Foster,Underage or Underweight,07/01/2016,,,,,,
A036615,,Cat,Male,0,1,DOMESTIC SH,BLACK,,07/16/2016,Foster,Over the Counter,Euthanized,Illness Severe,07/16/2016,,,,,,
A036616,JENESSA,Cat,Spayed Female,0,1,DOMESTIC SH,BRN TABBY,,06/18/2016,Stray,Animal Control,Foster,Underage or Underweight,07/01/2016,,,,,,
A036616,JENESSA,Cat,Spayed Female,0,1,DOMESTIC SH,BRN TABBY,981020017870852,07/21/2016,Foster,Over the Counter,Adoption,Walk-In,07/25/2016,,,,,,
A036617,JENNA,Cat,Spayed Female,0,1,DOMESTIC SH,BLACK,981020017877077,07/21/2016,Foster,Over the Counter,Adoption,Walk-In,07/25/2016,,,,,,
A036617,JENNA,Cat,Spayed Female,0,1,DOMESTIC SH,BLACK,,06/18/2016,Stray,Animal Control,Foster,Underage or Underweight,07/01/2016,,,,,,
A036618,,Cat,Female,0,0.7,DOMESTIC SH,WHITE,,06/18/2016,Stray,Over the Counter,Euthanized,Underage or Underweight,06/18/2016,,,,,,
A036620,,Cat,Female,0,0.7,DOMESTIC SH,GRAY,,06/18/2016,Stray,Over the Counter,Euthanized,Underage or Underweight,06/18/2016,,,,,,
A036630,,Dog,Male,2,0,GERM SHEPHERD,TAN,,06/18/2016,Stray,Animal Control,Euthanized,Behavior Severe,06/24/2016,,,,,,
A036639,,Cat,Male,0,2,DOMESTIC SH,BRN TABBY,,06/19/2016,Stray,Over the Counter,Euthanized,Vet Clinic,06/19/2016,,,,,,
A036648,HAM,Dog,Neutered Male,9,10,LABRADOR RETR,CHOCOLATE,L16-006474,06/20/2016,Stray,Over the Counter,Return to Owner,Walk-In,06/20/2016,,,,,,
A036649,,Other,Unknown,0,6,OPOSSUM,WHITE,,06/20/2016,Stray,Over the Counter,Euthanized,Wildlife,06/20/2016,,,,,,
A036650,,Dog,Male,3,6,GREAT DANE,BLACK,,06/20/2016,Stray,Animal Control,Euthanized,Behavior Severe,06/26/2016,,,,,,
A036652,,Cat,Unknown,2,0,DOMESTIC SH,GRAY,,06/20/2016,Stray,Animal Control,Euthanized,Feral,06/22/2016,,,,,,
A036653,,Other,Unknown,2,0,RACCOON,BLACK,,06/20/2016,Stray,Animal Control,Euthanized,Wildlife,06/20/2016,,,,,,
A036668,,Cat,Male,0,0.5,DOMESTIC SH,BLK TABBY,,06/21/2016,Stray,Over the Counter,Euthanized,Illness Severe,07/07/2016,,,,,,
A036669,,Cat,Female,0,0.5,DOMESTIC SH,BRN TABBY,,06/21/2016,Stray,Over the Counter,Euthanized,Illness Severe,07/07/2016,,,,,,
A036679,SHIRLEY,Cat,Spayed Female,8,6,DOMESTIC SH,GRAY,L16-009992,06/21/2016,Stray,Animal Control,Adoption,Walk-In,09/18/2016,,,,,,
A036682,RONALD,Dog,Male,1,0,BOXER,BR BRINDLE,,06/22/2016,Stray,Animal Control,Euthanized,Behavior Manageable,07/11/2016,,,,,,
A036683,NEO,Dog,Neutered Male,1,0,SIBERIAN HUSKY,BLACK,251930,06/22/2016,Stray,Animal Control,Return to Owner,Phone Call,06/22/2016,,,,,,
A036683,NEO,Dog,Neutered Male,1,0,SIBERIAN HUSKY,BLACK,95600005127788,08/14/2016,Stray,Animal Control,Return to Owner,Microchip,08/15/2016,,,,,,
A036683,NEO,Dog,Neutered Male,1,0,SIBERIAN HUSKY,BLACK,L16-009581,08/28/2016,Stray,Over the Counter,Return to Owner,,09/08/2016,,,,,,
A036683,NEO,Dog,Neutered Male,1,0,SIBERIAN HUSKY,BLACK,956000005127788,09/09/2016,Stray,Animal Control,Return to Owner,,09/09/2016,,,,,,
A036683,NEO,Dog,Neutered Male,1,0,SIBERIAN HUSKY,BLACK,956000005127788,09/09/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,09/11/2016,,,,,,
A036684,MANNY,Dog,Neutered Male,7,0,CHIHUAHUA SH,BROWN,981020017680287,06/22/2016,Stray,Animal Control,Adoption,Walk-In,07/06/2016,,,,,,
A036685,DIAMOND,Dog,Spayed Female,4,0,SIBERIAN HUSKY,WHITE,,06/22/2016,Stray,Animal Control,Return to Owner,Phone Call,06/22/2016,,,,,,
A036685,DIAMOND,Dog,Spayed Female,4,0,SIBERIAN HUSKY,WHITE,L16-009582,08/14/2016,Stray,Animal Control,Return to Owner,Microchip,08/15/2016,,,,,,
A036685,DIAMOND,Dog,Spayed Female,4,0,SIBERIAN HUSKY,WHITE,981020027264132,05/08/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/26/2018,,,,,,
A036716,,Cat,Female,10,0,DOMESTIC MH,BRN TABBY,,06/23/2016,Stray,Animal Control,Euthanized,Condition Severe,06/23/2016,,,,,,
A036717,LIONEL,Cat,Male,2,0,DOMESTIC SH,ORANGE,,06/23/2016,Owner Surrendered,Over the Counter,Euthanized,Feline Virus,06/23/2016,,,,,,
A036718,TAFFIE,Dog,Spayed Female,14,0,POMERANIAN,BROWN,083595593,06/23/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,07/03/2016,,,,,,
A036718,TAFFIE,Dog,Spayed Female,14,0,POMERANIAN,BROWN,083595593,08/22/2016,Owner Surrendered,Over the Counter,Adoption,,08/28/2016,,,,,,
A036729,JETT,Dog,Neutered Male,2,0,DACHSHUND,BLACK,L16-009597,06/23/2016,Stray,Animal Control,Return to Owner,Microchip,06/24/2016,,,,,,
A036733,,Dog,Female,0,0.5,GERM SHEPHERD,BROWN,,06/23/2016,Confiscated,Animal Cruelty,Return to Owner,Walk-In,06/28/2016,,,,,,
A036734,,Dog,Female,0,0.5,GERM SHEPHERD,BLACK,,06/23/2016,Confiscated,Animal Cruelty,Return to Owner,Walk-In,06/28/2016,,,,,,
A036741,BRUNO,Dog,Male,1,0,PIT BULL,BLUE,L16-009620,06/24/2016,Stray,Over the Counter,Return to Owner,Walk-In,06/28/2016,,,,,,
A036741,BRUNO,Dog,Male,1,0,PIT BULL,BLUE,L16-009620,08/23/2016,Stray,Animal Control,Return to Owner,Walk-In,08/24/2016,,,,,,
A036744,,Dog,Male,3,0,PIT BULL,TAN,,06/24/2016,Stray,Animal Control,Euthanized,Behavior Manageable,06/30/2016,,,,,,
A036746,,Cat,Female,0,2,DOMESTIC SH,BRN TABBY,,06/24/2016,Stray,Animal Control,Euthanized,Feral,06/26/2016,,,,,,
A036747,,Cat,Unknown,0,2,DOMESTIC SH,BRN TABBY,,06/24/2016,Stray,Animal Control,Euthanized,Feral,06/26/2016,,,,,,
A036765,TABITHA,Dog,Spayed Female,0,0,BICHON FRISE,TAN,981020017684136,06/25/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,07/01/2016,,,,,,
A036766,LILLY,Dog,Spayed Female,0,0,BICHON FRISE,BROWN,981020017868116,06/25/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,06/29/2016,,,,,,
A036766,LILLY,Dog,Spayed Female,0,0,BICHON FRISE,BROWN,981020017868116,07/02/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,07/02/2016,,,,,,
A036767,LILLY,Dog,Female,1,0,PIT BULL,BROWN,L16-009618,06/25/2016,Stray,Animal Control,Return to Owner,Website Information,06/27/2016,,,,,,
A036767,LILLY,Dog,Female,1,0,PIT BULL,BROWN,L16-009618,10/21/2016,Stray,Animal Control,Return to Owner,Walk-In,10/22/2016,,,,,,
A036768,,Cat,Female,0,1.5,DOMESTIC LH,BLACK,,06/25/2016,Stray,Animal Control,Euthanized,Feral,07/05/2016,,,,,,
A036769,,Cat,Female,0,1.5,DOMESTIC SH,BLACK,,06/25/2016,Stray,Animal Control,Euthanized,Feral,07/05/2016,,,,,,
A036770,,Cat,Male,0,1.5,DOMESTIC SH,BRN TABBY,,06/25/2016,Stray,Animal Control,Euthanized,Feral,07/05/2016,,,,,,
A036771,MISS PIGGY,Dog,Spayed Female,10,0,PIT BULL,TAN,,06/25/2016,Stray,Over the Counter,Euthanized,Condition Severe,07/06/2016,,,,,,
A036772,ROSIE,Dog,Female,3,0,PIT BULL,BROWN,,06/25/2016,Owner Surrendered,Over the Counter,Euthanized,Behavior Manageable,06/25/2016,,,,,,
A036773,ROCKO,Dog,Neutered Male,2,0,PIT BULL,BR BRINDLE,,06/25/2016,Owner Surrendered,Over the Counter,Euthanized,Behavior Manageable,07/11/2016,,,,,,
A036780,CHLOE,Dog,Spayed Female,2,0,SHIH TZU,WHITE,981020017701453,06/25/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,07/15/2016,,,,,,
A036796,TOTORO,Cat,Neutered Male,0,0,DOMESTIC SH,GRAY,981020017702342,06/26/2016,Stray,Over the Counter,Adoption,Walk-In,07/13/2016,,,,,,
A036805,BOOTS,Cat,Neutered Male,0,2,DOMESTIC MH,BLACK,,06/26/2016,Stray,Animal Control,Foster,Underage or Underweight,06/28/2016,,,,,,
A036805,BOOTS,Cat,Neutered Male,0,2,DOMESTIC MH,BLACK,981020017627667,07/26/2016,Foster,Over the Counter,Adoption,Walk-In,07/30/2016,,,,,,
A036806,,Dog,Female,3,0,SHIH TZU,CREAM,,06/26/2016,Confiscated,Bite,Euthanized,Aggressive,07/07/2016,,,,,,
A036810,,Cat,Male,2,0,DOMESTIC SH,BLACK,,06/27/2016,Stray,Animal Control,Euthanized,Feral,06/29/2016,,,,,,
A036814,,Cat,Male,0,3,DOMESTIC SH,BLACK,,06/27/2016,Owner Surrendered,Over the Counter,Euthanized,Behavior Manageable,06/29/2016,,,,,,
A036822,LOGAN,Cat,Neutered Male,0,0.85,DOMESTIC SH,BLACK,981020017638736,06/27/2016,Confiscated,Animal Cruelty,Adoption,Walk-In,08/06/2016,,,,,,
A036823,SIMBA,Cat,Neutered Male,0,0.85,DOMESTIC SH,ORG TABBY,981020017652963,06/27/2016,Confiscated,Animal Cruelty,Adoption,Walk-In,08/01/2016,,,,,,
A036824,,Cat,Female,0,0,DOMESTIC SH,BLACK,,06/27/2016,Stray,Over the Counter,Euthanized,Underage or Underweight,06/27/2016,,,,,,
A036825,,Cat,Male,0,0,DOMESTIC SH,BLACK,,06/27/2016,Stray,Over the Counter,Euthanized,Underage or Underweight,06/27/2016,,,,,,
A036826,,Cat,Male,0,0,DOMESTIC SH,BRN TABBY,,06/27/2016,Stray,Over the Counter,Euthanized,Underage or Underweight,06/27/2016,,,,,,
A036835,,Other,Unknown,2,0,OPOSSUM,CREAM,,06/27/2016,Stray,Animal Control,Euthanized,Wildlife,06/27/2016,,,,,,
A036835,,Other,Unknown,2,0,OPOSSUM,CREAM,,06/27/2016,Stray,Animal Control,Euthanized,Wildlife,06/27/2016,,,,,,
A036836,,Other,Male,2,0,RACCOON,CREAM,,06/27/2016,Stray,Animal Control,Euthanized,Wildlife,06/27/2016,,,,,,
A036837,ALFIE,Dog,Neutered Male,1,0,ENG COONHOUND,RED TICK,982000365613197,06/28/2016,Stray,Over the Counter,Adoption,Walk-In,07/10/2016,,,,,,
A036838,,Other,Unknown,0,1,RACCOON,BLACK,,06/27/2016,Stray,Animal Control,Euthanized,Wildlife,06/27/2016,,,,,,
A036852,DAMIEN,Dog,Neutered Male,2,0,LABRADOR RETR,BLACK,981020017878270,06/28/2016,Stray,Animal Control,Adoption,Walk-In,07/19/2016,,,,,,
A036853,COCO,Dog,Spayed Female,2,0,GERM SHEPHERD,BLACK,,06/28/2016,Confiscated,Owner Evicted,Return to Owner,Walk-In,07/08/2016,,,,,,
A036853,COCO,Dog,Spayed Female,2,0,GERM SHEPHERD,BLACK,981020017889553,03/25/2019,Confiscated,Owner Evicted,Return to Owner,,04/03/2019,,,,,,
A036855,CASSIE,Dog,Spayed Female,0,6,LABRADOR RETR,TAN,981020017697750,03/25/2019,Confiscated,Owner Evicted,Return to Owner,,04/03/2019,,,,,,
A036855,CASSIE,Dog,Spayed Female,0,6,LABRADOR RETR,TAN,,06/28/2016,Confiscated,Owner Evicted,Return to Owner,Walk-In,07/08/2016,,,,,,
A036863,,Dog,Female,7,0,ENG BULLDOG,BROWN,,06/29/2016,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,06/29/2016,,,,,,
A036887,ZEUS,Dog,Neutered Male,0,4.1,PIT BULL,GRAY,981020017672802,06/30/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,07/05/2016,,,,,,
A036889,,Dog,Spayed Female,0,9,MIN PINSCHER,BLACK,981020017669698,06/30/2016,Stray,Animal Control,Adoption,Walk-In,07/11/2016,,,,,,
A036890,,Dog,Female,5,0,HAVANESE,BLACK,,06/30/2016,Stray,Over the Counter,Euthanized,Condition Severe,07/11/2016,,,,,,
A036891,OREO,Dog,Neutered Male,0,0,RAT TERRIER,BL BRINDLE,981020017863906,07/01/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/04/2016,,,,,,
A036892,,Cat,Unknown,0,1,DOMESTIC MH,GRAY TABBY,,07/01/2016,Stray,Over the Counter,Euthanized,Underage or Underweight,07/01/2016,,,,,,
A036905,,Cat,Male,0,1,DOMESTIC SH,ORG TABBY,,07/01/2016,Stray,Animal Control,Euthanized,Illness Severe,07/01/2016,,,,,,
A036921,NALA,Cat,Spayed Female,3,0,DOMESTIC SH,BLACK,,07/02/2016,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,07/03/2016,,,,,,
A036922,,Other,Unknown,0,0,OPOSSUM,GRAY,,07/02/2016,Stray,Over the Counter,Returned to Native Habitat,,07/02/2016,,,,,,
A036923,MAXI,Dog,Spayed Female,0,6,LABRADOR RETR,TAN,981020017882491,07/02/2016,Stray,Over the Counter,Adoption,Walk-In,07/11/2016,,,,,,
A036924,FOXY,Dog,Spayed Female,1,0,POMERANIAN,RED,,07/02/2016,Stray,Animal Control,Foster,Injury Minor,07/13/2016,,,,,,
A036924,FOXY,Dog,Spayed Female,1,0,POMERANIAN,RED,981020017670139,08/02/2016,Foster,Over the Counter,Adoption,Walk-In,08/04/2016,,,,,,
A036938,HARLEY,Dog,Male,2,0,WEIMARANER,SILVER,140095,07/03/2016,Confiscated,Owner Hospitalized,Return to Owner,Walk-In,07/05/2016,,,,,,
A036939,ACE,Dog,Neutered Male,4,0,PIT BULL,WHITE,,07/03/2016,Confiscated,Owner Arrested,Euthanized,Aggressive,07/14/2016,,,,,,
A036940,,Cat,Male,2,6,DOMESTIC MH,BLACK,,07/03/2016,Stray,Animal Control,Euthanized,Feral,07/05/2016,,,,,,
A036941,,Cat,Male,2,0,DOMESTIC SH,ORG TABBY,,07/03/2016,Stray,Over the Counter,Euthanized,Feral,07/05/2016,,,,,,
A036942,,Other,Unknown,1,0,SQUIRREL,BROWN,,07/03/2016,Stray,Animal Control,Euthanized,Wildlife,07/03/2016,,,,,,
A036953,PHOENIX,Cat,Spayed Female,0,1.2,DOMESTIC SH,BRN TABBY,981020017662254,08/01/2016,Foster,Over the Counter,Adoption,Walk-In,08/05/2016,,,,,,
A036953,PHOENIX,Cat,Spayed Female,0,1.2,DOMESTIC SH,BRN TABBY,,07/04/2016,Stray,Animal Control,Foster,Underage or Underweight,07/05/2016,,,,,,
A036954,,Other,Unknown,1,0,RACCOON,BLACK,,07/05/2016,Stray,Over the Counter,Euthanized,Wildlife,07/05/2016,,,,,,
A036955,,Cat,Female,0,1.2,DOMESTIC SH,BRN TABBY,,07/04/2016,Stray,Animal Control,Euthanized,Underage or Underweight,07/05/2016,,,,,,
A036968,WALTER,Dog,Neutered Male,1,0,WHIPPET,RED,L16-009690,07/05/2016,Stray,Animal Control,Adoption,Walk-In,07/16/2016,,,,,,
A036968,WALTER,Dog,Neutered Male,1,0,WHIPPET,RED,L17-010249,12/15/2016,Return,Animal Control,Adoption,Walk-In,12/20/2016,,,,,,
A036969,,Other,Male,0,8,RACCOON,GRAY,,07/05/2016,Stray,Animal Control,Euthanized,Wildlife,07/05/2016,,,,,,
A036970,ZAPPO,Cat,Neutered Male,2,0,DOMESTIC SH,BLACK,981020017202166,07/05/2016,Stray,Over the Counter,Euthanized,Illness Severe,07/18/2016,,,,,,
A036975,SHILO,Dog,Spayed Female,0,8,PARSON RUSS TER,BLACK,981020017876890,07/06/2016,Owner Surrendered,Over the Counter,Adoption,Referral,07/11/2016,,,,,,
A036976,GREMLIN,Cat,Neutered Male,0,1,DOMESTIC SH,BLACK,981020017626541,08/06/2016,Foster,Over the Counter,Adoption,Walk-In,08/17/2016,,,,,,
A036976,GREMLIN,Cat,Neutered Male,0,1,DOMESTIC SH,BLACK,,07/06/2016,Stray,Over the Counter,Foster,Underage or Underweight,07/09/2016,,,,,,
A036977,TYSON,Dog,Male,8,0,PIT BULL,BLUE,,07/06/2016,Owner Surrendered,Over the Counter,Euthanized,Behavior Manageable,07/09/2016,,,,,,
A036987,PHOEBUS,Dog,Neutered Male,1,0,SHIH TZU,WHITE,981020017690804,07/06/2016,Confiscated,Animal Cruelty,Adoption,Walk-In,07/15/2016,,,,,,
A036988,,Other,Unknown,0,0,RACCOON,GRAY,,07/07/2016,Stray,Over the Counter,Euthanized,Wildlife,07/07/2016,,,,,,
A036989,,Cat,Unknown,0,3,DOMESTIC SH,BRN TABBY,,07/07/2016,Stray,Animal Control,Euthanized,Feral,07/09/2016,,,,,,
A036998,KAMI,Cat,Spayed Female,0,3,DOMESTIC SH,TORBIE,981020017680805,07/07/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,07/24/2016,,,,,,
A037009,CANDY,Cat,Spayed Female,0,1.5,DOMESTIC SH,BRN TABBY,,07/08/2016,Stray,Over the Counter,Foster,Underage or Underweight,07/09/2016,,,,,,
A037009,CANDY,Cat,Spayed Female,0,1.5,DOMESTIC SH,BRN TABBY,981020017632032,07/29/2016,Foster,Over the Counter,Adoption,Walk-In,08/05/2016,,,,,,
A037011,BARNEY,Cat,Neutered Male,1,0,DOMESTIC SH,BLACK,981020017696908,07/07/2016,Stray,Animal Control,Adoption,Walk-In,07/13/2016,,,,,,
A037012,,Cat,Male,0,3,DOMESTIC LH,BLK TABBY,,07/08/2016,Stray,Animal Control,Euthanized,Feral,07/10/2016,,,,,,
A037013,RANDY,Dog,Male,1,8,PIT BULL,BROWN,,07/08/2016,Stray,Animal Control,Euthanized,Behavior Manageable,07/28/2016,,,,,,
A037014,MISSY,Dog,Spayed Female,1,0,LABRADOR RETR,TAN,11497,07/08/2016,Stray,Animal Control,Adoption,Walk-In,07/19/2016,,,,,,
A037029,,Cat,Male,3,0,DOMESTIC LH,ORG TABBY,,07/09/2016,Stray,Over the Counter,Euthanized,Feral,07/12/2016,,,,,,
A037032,,Cat,Unknown,0,10,DOMESTIC SH,BLACK,,07/09/2016,Stray,Animal Control,Euthanized,Injury Severe,07/09/2016,,,,,,
A037034,,Cat,Female,0,0.75,DOMESTIC SH,BLACK,,07/09/2016,Stray,Over the Counter,Foster,Underage or Underweight,07/09/2016,,,,,,
A037034,,Cat,Female,0,0.75,DOMESTIC SH,BLACK,,07/18/2016,Foster,Over the Counter,Euthanized,Illness Severe,07/18/2016,,,,,,
A037035,,Cat,Male,0,0.75,DOMESTIC SH,BLACK,,07/18/2016,Foster,Over the Counter,Euthanized,Illness Severe,07/18/2016,,,,,,
A037035,,Cat,Male,0,0.75,DOMESTIC SH,BLACK,,07/09/2016,Stray,Over the Counter,Foster,Underage or Underweight,07/09/2016,,,,,,
A037049,,Cat,Female,1,0,DOMESTIC SH,DIL CALICO,,07/09/2016,Stray,Animal Control,Euthanized,Feral,07/11/2016,,,,,,
A037054,,Cat,Female,0,0,DOMESTIC SH,TORTIE,,07/09/2016,Stray,Animal Control,Euthanized,Underage or Underweight,07/11/2016,,,,,,
A037055,DALLAS,Dog,Neutered Male,9,0,YORKSHIRE TERR,BROWN,,07/09/2016,Euthanasia Request,Over the Counter,Euthanized,Illness Severe,07/09/2016,,,,,,
A037056,BAY BAY,Dog,Female,2,0,PIT BULL,WHITE,,07/10/2016,Owner Surrendered,Over the Counter,Euthanized,Behavior Manageable,07/13/2016,,,,,,
A037057,MARIE,Cat,Spayed Female,1,0,SIAMESE,WHITE,981020017639319,07/10/2016,Stray,Over the Counter,Adoption,Walk-In,08/07/2016,,,,,,
A037057,MARIE,Cat,Spayed Female,1,0,SIAMESE,WHITE,981020017639319,02/09/2017,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,02/12/2017,,,,,,
A037063,,Other,Unknown,0,0,RACCOON,BROWN,,07/10/2016,Stray,Animal Control,Euthanized,Wildlife,07/10/2016,,,,,,
A037067,DEJA,Dog,Female,3,0,YORKSHIRE TERR,BLACK,,07/10/2016,Owner Surrendered,Animal Control,Euthanized,Behavior Severe,07/15/2016,,,,,,
A037068,LYLA,Dog,Spayed Female,2,0,YORKSHIRE TERR,BLACK,981020017671460,07/10/2016,Owner Surrendered,Animal Control,Adoption,Walk-In,07/18/2016,,,,,,
A037069,LUCY,Cat,Spayed Female,16,0,DOMESTIC LH,BRN TABBY,L16-009666,07/11/2016,Stray,Over the Counter,Return to Owner,,07/12/2016,,,,,,
A037071,JAZZY,Cat,Female,5,0,DOMESTIC SH,BLACK,,07/11/2016,Owner Surrendered,Over the Counter,Euthanized,Condition Severe,07/22/2016,,,,,,
A037072,,Cat,Male,0,3,DOMESTIC SH,GRAY TABBY,,07/11/2016,Stray,Over the Counter,Euthanized,Feral,07/13/2016,,,,,,
A037085,BOWSER,Dog,Neutered Male,0,5,SCHNAUZER STAND,BLACK,,07/12/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,07/18/2016,,,,,,
A037086,,Cat,Female,1,7,DOMESTIC SH,GRAY,,07/12/2016,Stray,Over the Counter,Euthanized,Feral,07/14/2016,,,,,,
A037087,,Cat,Male,0,0.5,DOMESTIC SH,GRAY,,07/12/2016,Stray,Animal Control,Euthanized,Illness Severe,07/12/2016,,,,,,
A037088,,Cat,Female,0,0.5,DOMESTIC SH,WHITE,,07/12/2016,Stray,Animal Control,Euthanized,Illness Severe,07/12/2016,,,,,,
A037108,,Cat,Female,0,0.75,DOMESTIC SH,TORTIE,,07/12/2016,Stray,Animal Control,Euthanized,Underage or Underweight,07/13/2016,,,,,,
A037109,,Cat,Female,0,0.75,DOMESTIC SH,DIL CALICO,,07/12/2016,Stray,Animal Control,Euthanized,Underage or Underweight,07/13/2016,,,,,,
A037119,,Dog,Male,3,0,PIT BULL,BLUE,,07/13/2016,Stray,Animal Control,Euthanized,Behavior Severe,07/24/2016,,,,,,
A037126,,Other,Male,0,0,RACCOON,GRAY,,07/13/2016,Stray,Animal Control,Euthanized,Wildlife,07/13/2016,,,,,,
A037127,,Other,Male,0,7,RACCOON,GRAY,,07/14/2016,Stray,Over the Counter,Euthanized,Wildlife,07/14/2016,,,,,,
A037130,,Cat,Unknown,2,0,DOMESTIC SH,ORG TABBY,,07/14/2016,Stray,Over the Counter,Euthanized,Feral,07/16/2016,,,,,,
A037131,,Cat,Female,0,1.25,DOMESTIC SH,TORTIE,,07/14/2016,Stray,Over the Counter,Euthanized,Underage or Underweight,07/14/2016,,,,,,
A037132,,Cat,Female,0,1.25,DOMESTIC SH,BRN TABBY,,07/14/2016,Stray,Over the Counter,Euthanized,Underage or Underweight,07/14/2016,,,,,,
A037144,QUINN,Cat,Spayed Female,0,0.75,DOMESTIC SH,DIL CALICO,,07/14/2016,Stray,Animal Control,Foster,Underage or Underweight,07/15/2016,,,,,,
A037144,QUINN,Cat,Spayed Female,0,0.75,DOMESTIC SH,DIL CALICO,981020019486805,08/31/2016,Foster,Over the Counter,Adoption,Walk-In,09/01/2016,,,,,,
A037145,HADLEY,Cat,Spayed Female,0,0.75,DOMESTIC SH,BLACK,981020019495584,08/31/2016,Foster,Over the Counter,Adoption,Walk-In,09/08/2016,,,,,,
A037145,HADLEY,Cat,Spayed Female,0,0.75,DOMESTIC SH,BLACK,,07/14/2016,Stray,Animal Control,Foster,Underage or Underweight,07/15/2016,,,,,,
A037146,NICHI,Dog,Neutered Male,7,0,CHIHUAHUA SH,BLACK,L16-009765,07/14/2016,Stray,Over the Counter,Adoption,Walk-In,08/04/2016,,,,,,
A037151,,Cat,Male,1,0,DOMESTIC SH,BLACK,,07/15/2016,Stray,Over the Counter,Euthanized,Feral,07/17/2016,,,,,,
A037154,,Other,Unknown,0,8,RACCOON,BLACK,,07/15/2016,Stray,Over the Counter,Euthanized,Wildlife,07/15/2016,,,,,,
A037156,,Cat,Male,4,0,DOMESTIC SH,BLACK,,07/15/2016,Stray,Over the Counter,Euthanized,Feral,07/17/2016,,,,,,
